vaisalaTimeHours	elapsedTimeSec	"RH, %"	"T, ?C"	"pw, psi"
0.834722	3005.000000	51.08	25.3	0.239
0.836111	3010.000000	51.07	25.3	0.239
0.837500	3015.000000	51.06	25.3	0.239
0.838889	3020.000000	51.05	25.3	0.239
0.840278	3025.000000	51.05	25.3	0.239
0.841667	3030.000000	51.05	25.3	0.239
0.843056	3035.000000	51.05	25.3	0.239
0.844444	3040.000000	51.06	25.3	0.239
0.845833	3045.000000	51.07	25.3	0.239
0.847222	3050.000000	51.08	25.29	0.239
0.848611	3055.000000	51.09	25.29	0.239
0.850000	3060.000000	51.09	25.29	0.239
0.851389	3065.000000	51.07	25.29	0.239
0.852778	3070.000000	51.06	25.29	0.239
0.854167	3075.000000	51.04	25.29	0.239
0.855556	3080.000000	51.04	25.29	0.239
0.856944	3085.000000	51.05	25.29	0.239
0.858333	3090.000000	51.04	25.3	0.239
0.859722	3095.000000	51.03	25.3	0.239
0.861111	3100.000000	51.02	25.3	0.239
0.862500	3105.000000	51.01	25.3	0.239
0.863889	3110.000000	51.01	25.29	0.239
0.865278	3115.000000	51.01	25.29	0.239
0.866667	3120.000000	51.01	25.29	0.239
0.868056	3125.000000	51.01	25.29	0.239
0.869444	3130.000000	51.01	25.29	0.239
0.870833	3135.000000	51.01	25.3	0.239
0.872222	3140.000000	50.99	25.29	0.238
0.873611	3145.000000	50.98	25.29	0.238
0.875000	3150.000000	50.98	25.29	0.238
0.876389	3155.000000	50.97	25.29	0.238
0.877778	3160.000000	50.97	25.29	0.238
0.879167	3165.000000	50.97	25.29	0.238
0.880556	3170.000000	50.96	25.29	0.238
0.881944	3175.000000	50.96	25.29	0.238
0.883333	3180.000000	50.96	25.29	0.238
0.884722	3185.000000	50.95	25.3	0.238
0.886111	3190.000000	50.94	25.29	0.238
0.887500	3195.000000	50.94	25.29	0.238
0.888889	3200.000000	50.93	25.29	0.238
0.890278	3205.000000	50.93	25.3	0.238
0.891667	3210.000000	50.93	25.3	0.238
0.893056	3215.000000	50.93	25.3	0.238
0.894444	3220.000000	50.9	25.29	0.238
0.895833	3225.000000	50.89	25.29	0.238
0.897222	3230.000000	50.87	25.29	0.238
0.898611	3235.000000	50.87	25.29	0.238
0.900000	3240.000001	50.87	25.29	0.238
0.901389	3245.000000	50.87	25.29	0.238
0.902778	3250.000000	50.86	25.29	0.238
0.904167	3255.000000	50.87	25.29	0.238
0.905556	3260.000000	50.87	25.29	0.238
0.906944	3265.000000	50.87	25.29	0.238
0.908333	3270.000000	50.88	25.29	0.238
0.909722	3275.000001	50.88	25.29	0.238
0.911111	3280.000000	50.83	25.3	0.238
0.912500	3285.000000	50.84	25.29	0.238
0.913889	3290.000000	50.86	25.29	0.238
0.915278	3295.000000	50.86	25.29	0.238
0.916667	3300.000000	50.86	25.29	0.238
0.918056	3305.000000	50.84	25.29	0.238
0.919444	3310.000001	50.84	25.3	0.238
0.920833	3315.000000	50.83	25.29	0.238
0.922222	3320.000000	50.83	25.29	0.238
0.923611	3325.000000	50.82	25.29	0.238
0.925000	3330.000000	50.8	25.29	0.238
0.926389	3335.000000	50.8	25.29	0.238
0.927778	3340.000000	50.78	25.29	0.237
0.929167	3345.000000	50.78	25.29	0.237
0.930556	3350.000000	50.79	25.29	0.237
0.931944	3355.000000	50.78	25.29	0.237
0.933333	3360.000000	50.76	25.29	0.237
0.934722	3365.000000	50.75	25.29	0.237
0.936111	3370.000000	50.75	25.29	0.237
0.937500	3375.000000	50.75	25.29	0.237
0.938889	3380.000000	50.74	25.29	0.237
0.940278	3385.000000	50.73	25.29	0.237
0.941667	3390.000000	50.72	25.29	0.237
0.943056	3395.000000	50.7	25.29	0.237
0.944444	3400.000000	50.7	25.29	0.237
0.945833	3405.000000	50.68	25.29	0.237
0.947222	3410.000000	50.67	25.29	0.237
0.948611	3415.000000	50.65	25.29	0.237
0.950000	3420.000000	50.63	25.29	0.237
0.951389	3425.000000	50.61	25.29	0.237
0.952778	3430.000000	50.6	25.29	0.237
0.954167	3435.000000	50.59	25.29	0.237
0.955556	3440.000000	50.6	25.29	0.237
0.956944	3445.000000	50.59	25.29	0.237
0.958333	3450.000000	50.59	25.29	0.237
0.959722	3455.000000	50.58	25.29	0.236
0.961111	3460.000000	50.57	25.29	0.237
0.962500	3465.000000	50.56	25.29	0.236
0.963889	3470.000000	50.55	25.29	0.236
0.965278	3475.000000	50.55	25.29	0.236
0.966667	3480.000000	50.55	25.29	0.236
0.968056	3485.000000	50.55	25.29	0.236
0.969444	3490.000000	50.55	25.29	0.236
0.970833	3495.000000	50.56	25.29	0.236
0.972222	3500.000000	50.54	25.29	0.236
0.973611	3505.000000	50.52	25.29	0.236
0.975000	3510.000000	50.5	25.29	0.236
0.976389	3515.000000	50.5	25.29	0.236
0.977778	3520.000000	50.49	25.29	0.236
0.979167	3525.000000	50.48	25.29	0.236
0.980556	3530.000000	50.49	25.29	0.236
0.981944	3535.000000	50.49	25.29	0.236
0.983333	3540.000000	50.48	25.29	0.236
0.984722	3545.000000	50.46	25.29	0.236
0.986111	3550.000000	50.45	25.29	0.236
0.987500	3555.000000	50.44	25.29	0.236
0.988889	3560.000000	50.44	25.29	0.236
0.990278	3565.000000	50.48	25.29	0.236
0.991667	3570.000000	50.45	25.29	0.236
0.993056	3575.000000	50.44	25.29	0.236
0.994444	3580.000000	50.49	25.29	0.236
0.995833	3585.000000	50.39	25.29	0.236
0.997222	3590.000000	50.21	25.29	0.235
0.998611	3595.000001	50.11	25.29	0.234
1.000000	3600.000000	50.05	25.29	0.234
1.001389	3605.000000	50.01	25.29	0.234
1.002778	3610.000000	49.99	25.29	0.234
1.004167	3615.000000	49.98	25.29	0.234
1.005556	3620.000000	49.97	25.29	0.234
1.006944	3625.000000	49.98	25.29	0.234
1.008333	3630.000001	49.99	25.29	0.234
1.009722	3635.000000	50	25.29	0.234
1.011111	3640.000000	50.01	25.29	0.234
1.012500	3645.000000	50.01	25.29	0.234
1.013889	3650.000000	50.02	25.29	0.234
1.015278	3655.000000	50.03	25.29	0.234
1.016667	3660.000000	50.04	25.29	0.234
1.018056	3665.000000	50.04	25.29	0.234
1.019444	3670.000000	50.06	25.29	0.234
1.020833	3675.000000	50.07	25.29	0.234
1.022222	3680.000000	50.09	25.29	0.234
1.023611	3685.000000	50.1	25.29	0.234
1.025000	3690.000000	50.09	25.29	0.234
1.026389	3695.000000	50.11	25.29	0.234
1.027778	3700.000000	50.11	25.29	0.234
1.029167	3705.000000	50.12	25.29	0.234
1.030556	3710.000000	50.12	25.29	0.234
1.031944	3715.000000	50.13	25.29	0.234
1.033333	3720.000000	50.15	25.29	0.234
1.034722	3725.000000	50.15	25.29	0.235
1.036111	3730.000000	50.15	25.29	0.235
1.037500	3735.000000	50.15	25.29	0.235
1.038889	3740.000000	50.16	25.29	0.235
1.040278	3745.000000	50.18	25.29	0.235
1.041667	3750.000000	50.2	25.29	0.235
1.043056	3755.000000	50.21	25.29	0.235
1.044444	3760.000000	50.22	25.29	0.235
1.045833	3765.000000	50.24	25.29	0.235
1.047222	3770.000000	50.24	25.29	0.235
1.048611	3775.000000	50.26	25.29	0.235
1.050000	3780.000000	50.27	25.29	0.235
1.051389	3785.000000	50.29	25.29	0.235
1.052778	3790.000000	50.3	25.29	0.235
1.054167	3795.000000	50.3	25.29	0.235
1.055556	3800.000000	50.3	25.29	0.235
1.056944	3805.000000	50.3	25.29	0.235
1.058333	3810.000000	50.31	25.29	0.235
1.059722	3815.000000	50.31	25.28	0.235
1.061111	3820.000000	50.32	25.28	0.235
1.062500	3825.000000	50.34	25.29	0.235
1.063889	3830.000000	50.34	25.29	0.235
1.065278	3835.000000	50.34	25.29	0.235
1.066667	3840.000000	50.33	25.29	0.235
1.068056	3845.000000	50.33	25.29	0.235
1.069444	3850.000000	50.34	25.29	0.235
1.070833	3855.000000	50.34	25.29	0.235
1.072222	3860.000000	50.34	25.28	0.235
1.073611	3865.000000	50.35	25.29	0.235
1.075000	3870.000000	50.37	25.29	0.235
1.076389	3875.000000	50.4	25.29	0.236
1.077778	3880.000000	50.44	25.29	0.236
1.079167	3885.000000	50.61	25.29	0.237
1.080556	3890.000000	50.73	25.28	0.237
1.081944	3895.000000	50.77	25.28	0.237
1.083333	3900.000000	50.76	25.28	0.237
1.084722	3905.000000	50.75	25.28	0.237
1.086111	3910.000000	50.74	25.28	0.237
1.087500	3915.000001	50.71	25.29	0.237
1.088889	3920.000000	50.7	25.28	0.237
1.090278	3925.000000	50.7	25.29	0.237
1.091667	3930.000000	50.69	25.29	0.237
1.093056	3935.000000	50.68	25.28	0.237
1.094444	3940.000000	50.69	25.28	0.237
1.095833	3945.000000	50.7	25.28	0.237
1.097222	3950.000001	50.72	25.28	0.237
1.098611	3955.000000	50.73	25.28	0.237
1.100000	3960.000000	50.75	25.28	0.237
1.101389	3965.000000	50.75	25.28	0.237
1.102778	3970.000000	50.75	25.28	0.237
1.104167	3975.000000	50.74	25.28	0.237
1.105556	3980.000000	50.74	25.28	0.237
1.106944	3985.000001	50.76	25.28	0.237
1.108333	3990.000000	50.77	25.28	0.237
1.109722	3995.000000	50.78	25.28	0.237
1.111111	4000.000000	50.79	25.28	0.237
1.112500	4005.000000	50.8	25.28	0.237
1.113889	4010.000000	50.8	25.28	0.237
1.115278	4015.000000	50.82	25.28	0.237
1.116667	4020.000000	50.82	25.28	0.237
1.118056	4025.000000	50.82	25.28	0.237
1.119444	4030.000000	50.83	25.28	0.237
1.120833	4035.000000	50.84	25.28	0.238
1.122222	4040.000000	50.85	25.28	0.238
1.123611	4045.000000	50.85	25.28	0.238
1.125000	4050.000000	50.84	25.28	0.238
1.126389	4055.000000	50.84	25.28	0.238
1.127778	4060.000000	50.85	25.28	0.238
1.129167	4065.000000	50.86	25.27	0.238
1.130556	4070.000000	50.88	25.28	0.238
1.131944	4075.000000	50.89	25.28	0.238
1.133333	4080.000000	50.91	25.28	0.238
1.134722	4085.000000	50.92	25.27	0.238
1.136111	4090.000000	50.93	25.28	0.238
1.137500	4095.000000	50.94	25.27	0.238
1.138889	4100.000000	50.94	25.27	0.238
1.140278	4105.000000	50.96	25.27	0.238
1.141667	4110.000000	50.96	25.27	0.238
1.143056	4115.000000	50.97	25.28	0.238
1.144444	4120.000000	50.97	25.27	0.238
1.145833	4125.000000	50.97	25.27	0.238
1.147222	4130.000000	50.96	25.27	0.238
1.148611	4135.000000	50.95	25.27	0.238
1.150000	4140.000000	50.96	25.27	0.238
1.151389	4145.000000	50.96	25.27	0.238
1.152778	4150.000000	50.97	25.27	0.238
1.154167	4155.000000	50.99	25.27	0.238
1.155556	4160.000000	51	25.27	0.238
1.156944	4165.000000	51.02	25.27	0.238
1.158333	4170.000000	51.03	25.27	0.238
1.159722	4175.000000	51.04	25.27	0.238
1.161111	4180.000000	51.05	25.27	0.238
1.162500	4185.000000	51.07	25.27	0.239
1.163889	4190.000000	51.07	25.27	0.239
1.165278	4195.000000	51.07	25.27	0.239
1.166667	4200.000000	51.08	25.28	0.239
1.168056	4205.000000	51.08	25.28	0.239
1.169444	4210.000000	51.07	25.27	0.239
1.170833	4215.000000	51.08	25.27	0.239
1.172222	4220.000000	51.09	25.27	0.239
1.173611	4225.000000	51.09	25.27	0.239
1.175000	4230.000000	51.08	25.27	0.239
1.176389	4235.000000	51.1	25.27	0.239
1.177778	4240.000000	51.1	25.27	0.239
1.179167	4245.000000	51.11	25.27	0.239
1.180556	4250.000000	51.13	25.27	0.239
1.181944	4255.000000	51.14	25.27	0.239
1.183333	4260.000000	51.16	25.28	0.239
1.184722	4265.000000	51.16	25.27	0.239
1.186111	4270.000001	51.17	25.27	0.239
1.187500	4275.000000	51.17	25.27	0.239
1.188889	4280.000000	51.17	25.27	0.239
1.190278	4285.000000	51.17	25.27	0.239
1.191667	4290.000000	51.17	25.27	0.239
1.193056	4295.000000	51.16	25.27	0.239
1.194444	4300.000000	51.15	25.27	0.239
1.195833	4305.000001	51.15	25.27	0.239
1.197222	4310.000000	51.14	25.27	0.239
1.198611	4315.000000	51.13	25.27	0.239
1.200000	4320.000000	51.12	25.27	0.239
1.201389	4325.000000	51.12	25.27	0.239
1.202778	4330.000000	51.13	25.27	0.239
1.204167	4335.000000	51.13	25.27	0.239
1.205556	4340.000000	51.14	25.27	0.239
1.206944	4345.000000	51.13	25.27	0.239
1.208333	4350.000000	51.13	25.28	0.239
1.209722	4355.000000	51.14	25.28	0.239
1.211111	4360.000000	51.13	25.27	0.239
1.212500	4365.000000	51.12	25.28	0.239
1.213889	4370.000000	51.12	25.28	0.239
1.215278	4375.000000	51.12	25.28	0.239
1.216667	4380.000000	51.12	25.28	0.239
1.218056	4385.000000	51.11	25.28	0.239
1.219444	4390.000000	51.11	25.27	0.239
1.220833	4395.000000	51.1	25.28	0.239
1.222222	4400.000000	51.1	25.27	0.239
1.223611	4405.000000	51.11	25.27	0.239
1.225000	4410.000000	51.11	25.27	0.239
1.226389	4415.000000	51.12	25.27	0.239
1.227778	4420.000000	51.13	25.27	0.239
1.229167	4425.000000	51.14	25.27	0.239
1.230556	4430.000000	51.15	25.27	0.239
1.231944	4435.000000	51.16	25.28	0.239
1.233333	4440.000000	51.15	25.27	0.239
1.234722	4445.000000	51.15	25.27	0.239
1.236111	4450.000000	51.16	25.27	0.239
1.237500	4455.000000	51.16	25.27	0.239
1.238889	4460.000000	51.14	25.28	0.239
1.240278	4465.000000	51.12	25.28	0.239
1.241667	4470.000000	51.12	25.28	0.239
1.243056	4475.000000	51.12	25.28	0.239
1.244444	4480.000000	51.12	25.28	0.239
1.245833	4485.000000	51.13	25.28	0.239
1.247222	4490.000000	51.14	25.28	0.239
1.248611	4495.000000	51.14	25.28	0.239
1.250000	4500.000000	51.15	25.28	0.239
1.251389	4505.000000	51.16	25.28	0.239
1.252778	4510.000000	51.16	25.28	0.239
1.254167	4515.000000	51.15	25.28	0.239
1.255556	4520.000000	51.14	25.28	0.239
1.256944	4525.000000	51.14	25.28	0.239
1.258333	4530.000000	51.13	25.28	0.239
1.259722	4535.000000	51.13	25.28	0.239
1.261111	4540.000000	51.14	25.28	0.239
1.262500	4545.000000	51.13	25.28	0.239
1.263889	4550.000000	51.13	25.28	0.239
1.265278	4555.000000	51.12	25.27	0.239
1.266667	4560.000000	51.12	25.27	0.239
1.268056	4565.000000	51.12	25.27	0.239
1.269444	4570.000000	51.12	25.27	0.239
1.270833	4575.000000	51.11	25.27	0.239
1.272222	4580.000000	51.1	25.27	0.239
1.273611	4585.000000	51.1	25.28	0.239
1.275000	4590.000001	51.09	25.28	0.239
1.276389	4595.000000	51.1	25.28	0.239
1.277778	4600.000000	51.1	25.27	0.239
1.279167	4605.000000	51.09	25.28	0.239
1.280556	4610.000000	51.08	25.27	0.239
1.281944	4615.000000	51.07	25.27	0.239
1.283333	4620.000000	51.07	25.27	0.239
1.284722	4625.000001	51.07	25.27	0.239
1.286111	4630.000000	51.08	25.27	0.239
1.287500	4635.000000	51.1	25.28	0.239
1.288889	4640.000000	51.11	25.27	0.239
1.290278	4645.000000	51.11	25.28	0.239
1.291667	4650.000000	51.1	25.27	0.239
1.293056	4655.000000	51.11	25.27	0.239
1.294444	4660.000001	51.11	25.27	0.239
1.295833	4665.000000	51.11	25.27	0.239
1.297222	4670.000000	51.1	25.27	0.239
1.298611	4675.000000	51.09	25.27	0.239
1.300000	4680.000000	51.1	25.27	0.239
1.301389	4685.000000	51.1	25.28	0.239
1.302778	4690.000000	51.1	25.27	0.239
1.304167	4695.000000	51.1	25.28	0.239
1.305556	4700.000000	51.1	25.27	0.239
1.306944	4705.000000	51.09	25.27	0.239
1.308333	4710.000000	51.1	25.28	0.239
1.309722	4715.000000	51.1	25.27	0.239
1.311111	4720.000000	51.1	25.27	0.239
1.312500	4725.000000	51.1	25.27	0.239
1.313889	4730.000000	51.11	25.27	0.239
1.315278	4735.000000	51.11	25.27	0.239
1.316667	4740.000000	51.11	25.28	0.239
1.318056	4745.000000	51.11	25.27	0.239
1.319444	4750.000000	51.11	25.27	0.239
1.320833	4755.000000	51.1	25.28	0.239
1.322222	4760.000000	51.11	25.27	0.239
1.323611	4765.000000	51.13	25.27	0.239
1.325000	4770.000000	51.12	25.27	0.239
1.326389	4775.000000	51.12	25.27	0.239
1.327778	4780.000000	51.11	25.27	0.239
1.329167	4785.000000	51.11	25.27	0.239
1.330556	4790.000000	51.13	25.27	0.239
1.331944	4795.000000	51.14	25.28	0.239
1.333333	4800.000000	51.14	25.28	0.239
1.334722	4805.000000	51.15	25.28	0.239
1.336111	4810.000000	51.15	25.28	0.239
1.337500	4815.000000	51.15	25.27	0.239
1.338889	4820.000000	51.15	25.27	0.239
1.340278	4825.000000	51.15	25.28	0.239
1.341667	4830.000000	51.14	25.28	0.239
1.343056	4835.000000	51.14	25.28	0.239
1.344444	4840.000000	51.13	25.28	0.239
1.345833	4845.000000	51.11	25.28	0.239
1.347222	4850.000000	51.1	25.28	0.239
1.348611	4855.000000	51.1	25.28	0.239
1.350000	4860.000000	51.1	25.28	0.239
1.351389	4865.000000	51.09	25.28	0.239
1.352778	4870.000000	51.08	25.27	0.239
1.354167	4875.000000	51.08	25.28	0.239
1.355556	4880.000000	51.07	25.28	0.239
1.356944	4885.000000	51.07	25.28	0.239
1.358333	4890.000000	51.06	25.28	0.239
1.359722	4895.000000	51.06	25.28	0.239
1.361111	4900.000000	51.04	25.28	0.238
1.362500	4905.000000	51.02	25.28	0.238
1.363889	4910.000000	51.01	25.28	0.238
1.365278	4915.000000	50.99	25.28	0.238
1.366667	4920.000000	50.98	25.27	0.238
1.368056	4925.000000	50.99	25.27	0.238
1.369444	4930.000000	50.99	25.27	0.238
1.370833	4935.000000	50.98	25.27	0.238
1.372222	4940.000000	50.98	25.28	0.238
1.373611	4945.000001	50.98	25.28	0.238
1.375000	4950.000000	50.98	25.28	0.238
1.376389	4955.000000	50.96	25.28	0.238
1.377778	4960.000000	50.96	25.28	0.238
1.379167	4965.000000	50.96	25.28	0.238
1.380556	4970.000000	50.96	25.28	0.238
1.381944	4975.000000	50.95	25.28	0.238
1.383333	4980.000001	50.94	25.28	0.238
1.384722	4985.000000	50.94	25.28	0.238
1.386111	4990.000000	50.95	25.28	0.238
1.387500	4995.000000	50.95	25.28	0.238
1.388889	5000.000000	50.95	25.28	0.238
1.390278	5005.000000	50.95	25.27	0.238
1.391667	5010.000000	50.94	25.28	0.238
1.393056	5015.000000	50.92	25.28	0.238
1.394444	5020.000000	50.9	25.28	0.238
1.395833	5025.000000	50.9	25.28	0.238
1.397222	5030.000000	50.9	25.28	0.238
1.398611	5035.000000	50.89	25.28	0.238
1.400000	5040.000000	50.89	25.28	0.238
1.401389	5045.000000	50.88	25.28	0.238
1.402778	5050.000000	50.87	25.28	0.238
1.404167	5055.000000	50.86	25.28	0.238
1.405556	5060.000000	50.86	25.28	0.238
1.406944	5065.000000	50.86	25.28	0.238
1.408333	5070.000000	50.86	25.27	0.238
1.409722	5075.000000	50.87	25.28	0.238
1.411111	5080.000000	50.87	25.28	0.238
1.412500	5085.000000	50.89	25.27	0.238
1.413889	5090.000000	50.92	25.27	0.238
1.415278	5095.000000	50.93	25.27	0.238
1.416667	5100.000000	50.93	25.27	0.238
1.418056	5105.000000	50.92	25.28	0.238
1.419444	5110.000000	50.92	25.28	0.238
1.420833	5115.000000	50.91	25.28	0.238
1.422222	5120.000000	50.9	25.28	0.238
1.423611	5125.000000	50.87	25.27	0.238
1.425000	5130.000000	50.84	25.27	0.237
1.426389	5135.000000	50.82	25.28	0.237
1.427778	5140.000000	50.81	25.28	0.237
1.429167	5145.000000	50.81	25.27	0.237
1.430556	5150.000000	50.8	25.27	0.237
1.431944	5155.000000	50.8	25.28	0.237
1.433333	5160.000000	50.8	25.28	0.237
1.434722	5165.000000	50.79	25.28	0.237
1.436111	5170.000000	50.77	25.28	0.237
1.437500	5175.000000	50.75	25.28	0.237
1.438889	5180.000000	50.73	25.28	0.237
1.440278	5185.000000	50.72	25.28	0.237
1.441667	5190.000000	50.71	25.28	0.237
1.443056	5195.000000	50.7	25.28	0.237
1.444444	5200.000000	50.69	25.28	0.237
1.445833	5205.000000	50.66	25.28	0.237
1.447222	5210.000000	50.64	25.28	0.237
1.448611	5215.000000	50.63	25.28	0.237
1.450000	5220.000000	50.63	25.28	0.237
1.451389	5225.000000	50.63	25.28	0.237
1.452778	5230.000000	50.62	25.28	0.237
1.454167	5235.000000	50.61	25.28	0.236
1.455556	5240.000000	50.59	25.28	0.236
1.456944	5245.000000	50.59	25.28	0.236
1.458333	5250.000000	50.57	25.28	0.236
1.459722	5255.000000	50.57	25.28	0.236
1.461111	5260.000000	50.57	25.28	0.236
1.462500	5265.000001	50.57	25.28	0.236
1.463889	5270.000000	50.57	25.28	0.236
1.465278	5275.000000	50.56	25.28	0.236
1.466667	5280.000000	50.55	25.27	0.236
1.468056	5285.000000	50.54	25.28	0.236
1.469444	5290.000000	50.54	25.28	0.236
1.470833	5295.000000	50.53	25.28	0.236
1.472222	5300.000001	50.52	25.28	0.236
1.473611	5305.000000	50.5	25.28	0.236
1.475000	5310.000000	50.47	25.28	0.236
1.476389	5315.000000	50.45	25.28	0.236
1.477778	5320.000000	50.43	25.28	0.236
1.479167	5325.000000	50.42	25.28	0.236
1.480556	5330.000000	50.42	25.28	0.236
1.481944	5335.000001	50.41	25.28	0.236
1.483333	5340.000000	50.4	25.28	0.235
1.484722	5345.000000	50.38	25.28	0.235
1.486111	5350.000000	50.37	25.27	0.235
1.487500	5355.000000	50.37	25.27	0.235
1.488889	5360.000000	50.38	25.27	0.235
1.490278	5365.000000	50.38	25.27	0.235
1.491667	5370.000000	50.39	25.27	0.235
1.493056	5375.000000	50.4	25.28	0.235
1.494444	5380.000000	50.47	25.27	0.236
1.495833	5385.000000	50.41	25.27	0.235
1.497222	5390.000000	50.26	25.27	0.235
1.498611	5395.000000	50.18	25.27	0.234
1.500000	5400.000000	50.14	25.27	0.234
1.501389	5405.000000	50.1	25.27	0.234
1.502778	5410.000000	50.08	25.27	0.234
1.504167	5415.000000	50.07	25.27	0.234
1.505556	5420.000000	50.07	25.27	0.234
1.506944	5425.000000	50.08	25.27	0.234
1.508333	5430.000000	50.09	25.27	0.234
1.509722	5435.000000	50.1	25.27	0.234
1.511111	5440.000000	50.11	25.28	0.234
1.512500	5445.000000	50.13	25.28	0.234
1.513889	5450.000000	50.13	25.27	0.234
1.515278	5455.000000	50.14	25.27	0.234
1.516667	5460.000000	50.16	25.28	0.234
1.518056	5465.000000	50.16	25.27	0.234
1.519444	5470.000000	50.16	25.27	0.234
1.520833	5475.000000	50.17	25.28	0.234
1.522222	5480.000000	50.17	25.28	0.234
1.523611	5485.000000	50.18	25.28	0.234
1.525000	5490.000000	50.19	25.28	0.234
1.526389	5495.000000	50.19	25.28	0.235
1.527778	5500.000000	50.19	25.28	0.235
1.529167	5505.000000	50.19	25.28	0.235
1.530556	5510.000000	50.19	25.28	0.235
1.531944	5515.000000	50.2	25.28	0.235
1.533333	5520.000000	50.2	25.28	0.235
1.534722	5525.000000	50.21	25.28	0.235
1.536111	5530.000000	50.22	25.28	0.235
1.537500	5535.000000	50.22	25.28	0.235
1.538889	5540.000000	50.22	25.28	0.235
1.540278	5545.000000	50.23	25.28	0.235
1.541667	5550.000000	50.24	25.28	0.235
1.543056	5555.000000	50.25	25.28	0.235
1.544444	5560.000000	50.27	25.28	0.235
1.545833	5565.000000	50.29	25.28	0.235
