	RH, %	T, °C	pw, psi
1/26/2016 5:09:49 PM 	25.97	20.18	0.089
1/26/2016 5:09:54 PM 	25.97	20.18	0.089
1/26/2016 5:09:59 PM 	25.97	20.18	0.089
1/26/2016 5:10:04 PM 	25.98	20.18	0.089
1/26/2016 5:10:09 PM 	25.97	20.18	0.089
1/26/2016 5:10:14 PM 	25.98	20.19	0.089
1/26/2016 5:10:19 PM 	25.97	20.19	0.089
1/26/2016 5:10:24 PM 	25.97	20.19	0.089
1/26/2016 5:10:29 PM 	25.97	20.19	0.089
1/26/2016 5:10:34 PM 	25.98	20.19	0.089
1/26/2016 5:10:39 PM 	25.98	20.19	0.089
1/26/2016 5:10:44 PM 	25.98	20.19	0.089
1/26/2016 5:10:49 PM 	25.99	20.19	0.089
1/26/2016 5:10:54 PM 	25.98	20.19	0.089
1/26/2016 5:10:59 PM 	25.98	20.19	0.089
1/26/2016 5:11:04 PM 	25.98	20.19	0.089
1/26/2016 5:11:09 PM 	25.98	20.19	0.089
1/26/2016 5:11:14 PM 	25.98	20.19	0.089
1/26/2016 5:11:19 PM 	25.98	20.19	0.089
1/26/2016 5:11:24 PM 	25.98	20.20	0.089
1/26/2016 5:11:29 PM 	25.97	20.20	0.089
1/26/2016 5:11:34 PM 	25.98	20.20	0.089
1/26/2016 5:11:39 PM 	25.98	20.19	0.089
1/26/2016 5:11:44 PM 	25.97	20.19	0.089
1/26/2016 5:11:49 PM 	25.97	20.20	0.089
1/26/2016 5:11:54 PM 	25.97	20.19	0.089
1/26/2016 5:11:59 PM 	25.97	20.20	0.089
1/26/2016 5:12:04 PM 	25.96	20.20	0.089
1/26/2016 5:12:09 PM 	25.96	20.20	0.089
1/26/2016 5:12:14 PM 	25.96	20.20	0.089
1/26/2016 5:12:19 PM 	25.96	20.20	0.089
1/26/2016 5:12:24 PM 	25.96	20.20	0.089
1/26/2016 5:12:29 PM 	25.96	20.20	0.089
1/26/2016 5:12:34 PM 	25.96	20.20	0.089
1/26/2016 5:12:39 PM 	25.96	20.20	0.089
1/26/2016 5:12:44 PM 	25.96	20.20	0.089
1/26/2016 5:12:49 PM 	25.96	20.20	0.089
1/26/2016 5:12:54 PM 	25.96	20.20	0.089
1/26/2016 5:12:59 PM 	25.96	20.20	0.089
1/26/2016 5:13:04 PM 	25.95	20.20	0.089
1/26/2016 5:13:09 PM 	25.95	20.20	0.089
1/26/2016 5:13:14 PM 	25.95	20.20	0.089
1/26/2016 5:13:19 PM 	25.95	20.20	0.089
1/26/2016 5:13:24 PM 	25.95	20.20	0.089
1/26/2016 5:13:29 PM 	25.95	20.21	0.089
1/26/2016 5:13:34 PM 	25.95	20.20	0.089
1/26/2016 5:13:39 PM 	25.95	20.20	0.089
1/26/2016 5:13:44 PM 	25.94	20.20	0.089
1/26/2016 5:13:49 PM 	25.94	20.20	0.089
1/26/2016 5:13:54 PM 	25.94	20.20	0.089
1/26/2016 5:13:59 PM 	25.95	20.20	0.089
1/26/2016 5:14:04 PM 	25.96	20.20	0.089
1/26/2016 5:14:09 PM 	25.95	20.20	0.089
1/26/2016 5:14:14 PM 	25.95	20.20	0.089
1/26/2016 5:14:19 PM 	25.94	20.20	0.089
1/26/2016 5:14:24 PM 	25.94	20.20	0.089
1/26/2016 5:14:29 PM 	25.94	20.19	0.089
1/26/2016 5:14:34 PM 	25.94	20.20	0.089
1/26/2016 5:14:39 PM 	25.93	20.20	0.089
1/26/2016 5:14:44 PM 	25.93	20.20	0.089
1/26/2016 5:14:49 PM 	25.92	20.20	0.089
1/26/2016 5:14:54 PM 	25.93	20.20	0.089
1/26/2016 5:14:59 PM 	25.93	20.20	0.089
1/26/2016 5:15:04 PM 	25.93	20.20	0.089
1/26/2016 5:15:09 PM 	25.92	20.19	0.089
1/26/2016 5:15:14 PM 	25.92	20.19	0.089
1/26/2016 5:15:19 PM 	25.93	20.20	0.089
1/26/2016 5:15:24 PM 	25.93	20.19	0.089
1/26/2016 5:15:29 PM 	25.93	20.19	0.089
1/26/2016 5:15:34 PM 	25.93	20.19	0.089
1/26/2016 5:15:39 PM 	25.93	20.19	0.089
1/26/2016 5:15:44 PM 	25.94	20.19	0.089
1/26/2016 5:15:49 PM 	25.94	20.19	0.089
1/26/2016 5:15:54 PM 	25.94	20.19	0.089
1/26/2016 5:15:59 PM 	25.94	20.19	0.089
1/26/2016 5:16:04 PM 	25.94	20.19	0.089
1/26/2016 5:16:09 PM 	25.94	20.19	0.089
1/26/2016 5:16:14 PM 	25.95	20.19	0.089
1/26/2016 5:16:19 PM 	25.95	20.19	0.089
1/26/2016 5:16:24 PM 	25.96	20.19	0.089
1/26/2016 5:16:29 PM 	25.95	20.19	0.089
1/26/2016 5:16:34 PM 	25.96	20.19	0.089
1/26/2016 5:16:39 PM 	25.95	20.19	0.089
1/26/2016 5:16:44 PM 	25.95	20.19	0.089
1/26/2016 5:16:49 PM 	25.95	20.19	0.089
1/26/2016 5:16:54 PM 	25.95	20.19	0.089
1/26/2016 5:16:59 PM 	25.95	20.19	0.089
1/26/2016 5:17:04 PM 	25.94	20.19	0.089
1/26/2016 5:17:09 PM 	25.94	20.19	0.089
1/26/2016 5:17:14 PM 	25.94	20.19	0.089
1/26/2016 5:17:19 PM 	25.93	20.19	0.089
1/26/2016 5:17:24 PM 	25.93	20.19	0.089
1/26/2016 5:17:29 PM 	25.93	20.19	0.089
1/26/2016 5:17:34 PM 	25.93	20.19	0.089
1/26/2016 5:17:39 PM 	25.93	20.19	0.089
1/26/2016 5:17:44 PM 	25.93	20.19	0.089
1/26/2016 5:17:49 PM 	25.92	20.19	0.089
1/26/2016 5:17:54 PM 	25.92	20.19	0.089
1/26/2016 5:17:59 PM 	25.93	20.19	0.089
1/26/2016 5:18:04 PM 	25.92	20.19	0.089
1/26/2016 5:18:09 PM 	25.93	20.19	0.089
1/26/2016 5:18:14 PM 	25.93	20.18	0.089
1/26/2016 5:18:19 PM 	25.93	20.18	0.089
1/26/2016 5:18:24 PM 	25.93	20.18	0.089
1/26/2016 5:18:29 PM 	25.94	20.19	0.089
1/26/2016 5:18:34 PM 	25.94	20.19	0.089
1/26/2016 5:18:39 PM 	25.95	20.18	0.089
1/26/2016 5:18:44 PM 	25.95	20.18	0.089
1/26/2016 5:18:49 PM 	25.95	20.19	0.089
1/26/2016 5:18:54 PM 	25.96	20.19	0.089
1/26/2016 5:18:59 PM 	25.96	20.19	0.089
1/26/2016 5:19:04 PM 	25.96	20.19	0.089
1/26/2016 5:19:09 PM 	25.96	20.19	0.089
1/26/2016 5:19:14 PM 	25.96	20.19	0.089
1/26/2016 5:19:19 PM 	25.95	20.19	0.089
1/26/2016 5:19:24 PM 	25.95	20.19	0.089
1/26/2016 5:19:29 PM 	25.95	20.19	0.089
1/26/2016 5:19:34 PM 	25.94	20.19	0.089
1/26/2016 5:19:39 PM 	25.94	20.19	0.089
1/26/2016 5:19:44 PM 	25.94	20.19	0.089
1/26/2016 5:19:49 PM 	25.94	20.19	0.089
1/26/2016 5:19:54 PM 	25.95	20.19	0.089
1/26/2016 5:19:59 PM 	25.95	20.19	0.089
1/26/2016 5:20:04 PM 	25.95	20.19	0.089
1/26/2016 5:20:09 PM 	25.96	20.19	0.089
1/26/2016 5:20:14 PM 	25.95	20.19	0.089
1/26/2016 5:20:19 PM 	25.95	20.19	0.089
1/26/2016 5:20:24 PM 	25.95	20.19	0.089
1/26/2016 5:20:29 PM 	25.95	20.19	0.089
1/26/2016 5:20:34 PM 	25.95	20.19	0.089
1/26/2016 5:20:39 PM 	25.94	20.19	0.089
1/26/2016 5:20:44 PM 	25.94	20.19	0.089
1/26/2016 5:20:49 PM 	25.94	20.19	0.089
1/26/2016 5:20:54 PM 	25.94	20.19	0.089
1/26/2016 5:20:59 PM 	25.95	20.19	0.089
1/26/2016 5:21:04 PM 	25.95	20.19	0.089
1/26/2016 5:21:09 PM 	25.95	20.19	0.089
1/26/2016 5:21:14 PM 	25.95	20.19	0.089
1/26/2016 5:21:19 PM 	25.95	20.19	0.089
1/26/2016 5:21:24 PM 	25.95	20.19	0.089
1/26/2016 5:21:29 PM 	25.94	20.19	0.089
1/26/2016 5:21:34 PM 	25.94	20.19	0.089
1/26/2016 5:21:39 PM 	25.94	20.19	0.089
1/26/2016 5:21:44 PM 	25.93	20.19	0.089
1/26/2016 5:21:49 PM 	25.93	20.19	0.089
1/26/2016 5:21:54 PM 	25.93	20.19	0.089
1/26/2016 5:21:59 PM 	25.93	20.19	0.089
1/26/2016 5:22:04 PM 	25.93	20.19	0.089
1/26/2016 5:22:09 PM 	25.93	20.19	0.089
1/26/2016 5:22:14 PM 	25.93	20.19	0.089
1/26/2016 5:22:19 PM 	25.94	20.19	0.089
1/26/2016 5:22:24 PM 	25.94	20.19	0.089
1/26/2016 5:22:29 PM 	25.94	20.19	0.089
1/26/2016 5:22:34 PM 	25.93	20.19	0.089
1/26/2016 5:22:39 PM 	25.93	20.19	0.089
1/26/2016 5:22:44 PM 	25.93	20.19	0.089
1/26/2016 5:22:49 PM 	25.93	20.19	0.089
1/26/2016 5:22:54 PM 	25.93	20.19	0.089
1/26/2016 5:22:59 PM 	25.93	20.18	0.089
1/26/2016 5:23:04 PM 	25.93	20.18	0.089
1/26/2016 5:23:09 PM 	25.93	20.19	0.089
1/26/2016 5:23:14 PM 	25.93	20.18	0.089
1/26/2016 5:23:19 PM 	25.93	20.19	0.089
1/26/2016 5:23:24 PM 	25.92	20.19	0.089
1/26/2016 5:23:29 PM 	25.93	20.19	0.089
1/26/2016 5:23:34 PM 	25.93	20.19	0.089
1/26/2016 5:23:39 PM 	25.93	20.19	0.089
1/26/2016 5:23:44 PM 	25.94	20.18	0.089
1/26/2016 5:23:49 PM 	25.94	20.18	0.089
1/26/2016 5:23:54 PM 	25.95	20.18	0.089
1/26/2016 5:23:59 PM 	25.95	20.18	0.089
1/26/2016 5:24:04 PM 	25.96	20.18	0.089
1/26/2016 5:24:09 PM 	25.96	20.18	0.089
1/26/2016 5:24:14 PM 	25.96	20.18	0.089
1/26/2016 5:24:19 PM 	25.96	20.18	0.089
1/26/2016 5:24:24 PM 	25.95	20.18	0.089
1/26/2016 5:24:29 PM 	25.95	20.18	0.089
1/26/2016 5:24:34 PM 	25.95	20.18	0.089
1/26/2016 5:24:39 PM 	25.95	20.18	0.089
1/26/2016 5:24:44 PM 	25.95	20.18	0.089
1/26/2016 5:24:49 PM 	25.95	20.18	0.089
1/26/2016 5:24:54 PM 	25.96	20.18	0.089
1/26/2016 5:24:59 PM 	25.95	20.18	0.089
1/26/2016 5:25:04 PM 	25.95	20.18	0.089
1/26/2016 5:25:09 PM 	25.95	20.18	0.089
1/26/2016 5:25:14 PM 	25.96	20.18	0.089
1/26/2016 5:25:19 PM 	25.95	20.18	0.089
1/26/2016 5:25:24 PM 	25.95	20.19	0.089
1/26/2016 5:25:29 PM 	25.96	20.18	0.089
1/26/2016 5:25:34 PM 	25.96	20.18	0.089
1/26/2016 5:25:39 PM 	25.96	20.19	0.089
1/26/2016 5:25:44 PM 	25.96	20.19	0.089
1/26/2016 5:25:49 PM 	25.96	20.18	0.089
1/26/2016 5:25:54 PM 	25.95	20.18	0.089
1/26/2016 5:25:59 PM 	25.95	20.19	0.089
1/26/2016 5:26:04 PM 	25.95	20.18	0.089
1/26/2016 5:26:09 PM 	25.95	20.18	0.089
1/26/2016 5:26:14 PM 	25.95	20.18	0.089
1/26/2016 5:26:19 PM 	25.94	20.19	0.089
1/26/2016 5:26:24 PM 	25.93	20.18	0.089
1/26/2016 5:26:29 PM 	25.93	20.18	0.089
1/26/2016 5:26:34 PM 	25.93	20.18	0.089
1/26/2016 5:26:39 PM 	25.94	20.18	0.089
1/26/2016 5:26:44 PM 	25.94	20.18	0.089
1/26/2016 5:26:49 PM 	25.94	20.19	0.089
1/26/2016 5:26:54 PM 	25.94	20.19	0.089
1/26/2016 5:26:59 PM 	25.94	20.18	0.089
1/26/2016 5:27:04 PM 	25.94	20.18	0.089
1/26/2016 5:27:09 PM 	25.95	20.18	0.089
1/26/2016 5:27:14 PM 	25.95	20.18	0.089
1/26/2016 5:27:19 PM 	25.95	20.18	0.089
1/26/2016 5:27:24 PM 	25.95	20.18	0.089
1/26/2016 5:27:29 PM 	25.95	20.18	0.089
1/26/2016 5:27:34 PM 	25.95	20.18	0.089
1/26/2016 5:27:39 PM 	25.95	20.18	0.089
1/26/2016 5:27:44 PM 	25.95	20.18	0.089
1/26/2016 5:27:49 PM 	25.95	20.18	0.089
1/26/2016 5:27:54 PM 	25.95	20.18	0.089
1/26/2016 5:27:59 PM 	25.96	20.19	0.089
1/26/2016 5:28:04 PM 	25.96	20.18	0.089
1/26/2016 5:28:09 PM 	25.96	20.18	0.089
1/26/2016 5:28:14 PM 	25.96	20.18	0.089
1/26/2016 5:28:19 PM 	25.95	20.18	0.089
1/26/2016 5:28:24 PM 	25.94	20.18	0.089
1/26/2016 5:28:29 PM 	25.94	20.18	0.089
1/26/2016 5:28:34 PM 	25.94	20.18	0.089
1/26/2016 5:28:39 PM 	25.94	20.18	0.089
1/26/2016 5:28:44 PM 	25.94	20.18	0.089
1/26/2016 5:28:49 PM 	25.94	20.18	0.089
1/26/2016 5:28:54 PM 	25.94	20.18	0.089
1/26/2016 5:28:59 PM 	25.94	20.18	0.089
1/26/2016 5:29:04 PM 	25.95	20.18	0.089
1/26/2016 5:29:09 PM 	25.94	20.18	0.089
1/26/2016 5:29:14 PM 	25.94	20.18	0.089
1/26/2016 5:29:19 PM 	25.95	20.18	0.089
1/26/2016 5:29:24 PM 	25.95	20.18	0.089
1/26/2016 5:29:29 PM 	25.95	20.18	0.089
1/26/2016 5:29:34 PM 	25.94	20.18	0.089
1/26/2016 5:29:39 PM 	25.94	20.18	0.089
1/26/2016 5:29:44 PM 	25.94	20.18	0.089
1/26/2016 5:29:49 PM 	25.93	20.18	0.089
1/26/2016 5:29:54 PM 	25.93	20.18	0.089
1/26/2016 5:29:59 PM 	25.93	20.18	0.089
1/26/2016 5:30:04 PM 	25.93	20.18	0.089
1/26/2016 5:30:09 PM 	25.93	20.18	0.089
1/26/2016 5:30:14 PM 	25.93	20.18	0.089
1/26/2016 5:30:19 PM 	25.94	20.18	0.089
1/26/2016 5:30:24 PM 	25.94	20.18	0.089
1/26/2016 5:30:29 PM 	25.95	20.18	0.089
1/26/2016 5:30:34 PM 	25.95	20.18	0.089
1/26/2016 5:30:39 PM 	25.94	20.18	0.089
1/26/2016 5:30:44 PM 	25.94	20.18	0.089
1/26/2016 5:30:49 PM 	25.94	20.18	0.089
1/26/2016 5:30:54 PM 	25.94	20.18	0.089
1/26/2016 5:30:59 PM 	25.94	20.18	0.089
1/26/2016 5:31:04 PM 	25.94	20.18	0.089
1/26/2016 5:31:09 PM 	25.94	20.18	0.089
1/26/2016 5:31:14 PM 	25.93	20.18	0.089
1/26/2016 5:31:19 PM 	25.93	20.18	0.089
1/26/2016 5:31:24 PM 	25.94	20.18	0.089
1/26/2016 5:31:29 PM 	25.94	20.18	0.089
1/26/2016 5:31:34 PM 	25.94	20.18	0.089
1/26/2016 5:31:39 PM 	25.94	20.18	0.089
1/26/2016 5:31:44 PM 	25.94	20.18	0.089
1/26/2016 5:31:49 PM 	25.94	20.18	0.089
1/26/2016 5:31:54 PM 	25.94	20.18	0.089
1/26/2016 5:31:59 PM 	25.93	20.18	0.089
1/26/2016 5:32:04 PM 	25.93	20.18	0.089
1/26/2016 5:32:09 PM 	25.93	20.18	0.089
1/26/2016 5:32:14 PM 	25.93	20.18	0.089
1/26/2016 5:32:19 PM 	25.94	20.18	0.089
1/26/2016 5:32:24 PM 	25.94	20.18	0.089
1/26/2016 5:32:29 PM 	25.94	20.18	0.089
1/26/2016 5:32:34 PM 	25.95	20.18	0.089
1/26/2016 5:32:39 PM 	25.95	20.18	0.089
1/26/2016 5:32:44 PM 	25.95	20.18	0.089
1/26/2016 5:32:49 PM 	25.95	20.18	0.089
1/26/2016 5:32:54 PM 	25.95	20.18	0.089
1/26/2016 5:32:59 PM 	25.95	20.18	0.089
1/26/2016 5:33:04 PM 	25.95	20.18	0.089
1/26/2016 5:33:09 PM 	25.94	20.18	0.089
1/26/2016 5:33:14 PM 	25.93	20.18	0.089
1/26/2016 5:33:19 PM 	25.93	20.18	0.089
1/26/2016 5:33:24 PM 	25.94	20.18	0.089
1/26/2016 5:33:29 PM 	25.93	20.18	0.089
1/26/2016 5:33:34 PM 	25.93	20.18	0.089
1/26/2016 5:33:39 PM 	25.93	20.18	0.089
1/26/2016 5:33:44 PM 	25.93	20.19	0.089
1/26/2016 5:33:49 PM 	25.94	20.18	0.089
1/26/2016 5:33:54 PM 	25.93	20.18	0.089
1/26/2016 5:33:59 PM 	25.93	20.18	0.089
1/26/2016 5:34:04 PM 	25.93	20.18	0.089
1/26/2016 5:34:09 PM 	25.93	20.18	0.089
1/26/2016 5:34:14 PM 	25.93	20.18	0.089
1/26/2016 5:34:19 PM 	25.92	20.18	0.089
1/26/2016 5:34:24 PM 	25.92	20.18	0.089
1/26/2016 5:34:29 PM 	25.92	20.18	0.089
1/26/2016 5:34:34 PM 	25.92	20.18	0.089
1/26/2016 5:34:39 PM 	25.92	20.18	0.089
1/26/2016 5:34:44 PM 	25.92	20.18	0.089
1/26/2016 5:34:49 PM 	25.92	20.18	0.089
1/26/2016 5:34:54 PM 	25.92	20.18	0.089
1/26/2016 5:34:59 PM 	25.92	20.18	0.089
1/26/2016 5:35:04 PM 	25.92	20.18	0.089
1/26/2016 5:35:09 PM 	25.93	20.18	0.089
1/26/2016 5:35:14 PM 	25.93	20.18	0.089
1/26/2016 5:35:19 PM 	25.93	20.18	0.089
1/26/2016 5:35:24 PM 	25.92	20.18	0.089
1/26/2016 5:35:29 PM 	25.92	20.18	0.089
1/26/2016 5:35:34 PM 	25.92	20.18	0.089
1/26/2016 5:35:39 PM 	25.92	20.18	0.089
1/26/2016 5:35:44 PM 	25.92	20.18	0.089
1/26/2016 5:35:49 PM 	25.92	20.18	0.089
1/26/2016 5:35:54 PM 	25.92	20.18	0.089
1/26/2016 5:35:59 PM 	25.92	20.18	0.089
1/26/2016 5:36:04 PM 	25.92	20.18	0.089
1/26/2016 5:36:09 PM 	25.92	20.18	0.089
1/26/2016 5:36:14 PM 	25.93	20.18	0.089
1/26/2016 5:36:19 PM 	25.93	20.18	0.089
1/26/2016 5:36:24 PM 	25.93	20.17	0.089
1/26/2016 5:36:29 PM 	25.93	20.17	0.089
1/26/2016 5:36:34 PM 	25.93	20.17	0.089
1/26/2016 5:36:39 PM 	25.94	20.17	0.089
1/26/2016 5:36:44 PM 	25.94	20.18	0.089
1/26/2016 5:36:49 PM 	25.94	20.17	0.089
1/26/2016 5:36:54 PM 	25.94	20.18	0.089
1/26/2016 5:36:59 PM 	25.94	20.18	0.089
1/26/2016 5:37:04 PM 	25.94	20.17	0.089
1/26/2016 5:37:09 PM 	25.93	20.17	0.089
1/26/2016 5:37:14 PM 	25.93	20.17	0.089
1/26/2016 5:37:19 PM 	25.93	20.18	0.089
1/26/2016 5:37:24 PM 	25.93	20.18	0.089
1/26/2016 5:37:29 PM 	25.93	20.18	0.089
1/26/2016 5:37:34 PM 	25.92	20.18	0.089
1/26/2016 5:37:39 PM 	25.92	20.18	0.089
1/26/2016 5:37:44 PM 	25.92	20.17	0.089
1/26/2016 5:37:49 PM 	25.92	20.17	0.089
1/26/2016 5:37:54 PM 	25.92	20.17	0.089
1/26/2016 5:37:59 PM 	25.92	20.17	0.089
1/26/2016 5:38:04 PM 	25.92	20.17	0.089
1/26/2016 5:38:09 PM 	25.92	20.17	0.089
1/26/2016 5:38:14 PM 	25.93	20.17	0.089
1/26/2016 5:38:19 PM 	25.93	20.17	0.089
1/26/2016 5:38:24 PM 	25.93	20.18	0.089
1/26/2016 5:38:29 PM 	25.93	20.17	0.089
1/26/2016 5:38:34 PM 	25.94	20.17	0.089
1/26/2016 5:38:39 PM 	25.94	20.17	0.089
1/26/2016 5:38:44 PM 	25.94	20.17	0.089
1/26/2016 5:38:49 PM 	25.94	20.17	0.089
1/26/2016 5:38:54 PM 	25.95	20.17	0.089
1/26/2016 5:38:59 PM 	25.97	20.17	0.089
1/26/2016 5:39:04 PM 	25.97	20.17	0.089
1/26/2016 5:39:09 PM 	25.96	20.17	0.089
1/26/2016 5:39:14 PM 	25.93	20.17	0.089
1/26/2016 5:39:19 PM 	25.92	20.18	0.089
1/26/2016 5:39:24 PM 	25.92	20.18	0.089
1/26/2016 5:39:29 PM 	25.93	20.18	0.089
1/26/2016 5:39:34 PM 	25.93	20.17	0.089
1/26/2016 5:39:39 PM 	25.94	20.17	0.089
1/26/2016 5:39:44 PM 	25.94	20.17	0.089
1/26/2016 5:39:49 PM 	25.94	20.17	0.089
1/26/2016 5:39:54 PM 	25.94	20.17	0.089
1/26/2016 5:39:59 PM 	25.94	20.17	0.089
1/26/2016 5:40:04 PM 	25.94	20.17	0.089
1/26/2016 5:40:09 PM 	25.94	20.17	0.089
1/26/2016 5:40:14 PM 	25.93	20.17	0.089
1/26/2016 5:40:19 PM 	25.93	20.18	0.089
1/26/2016 5:40:24 PM 	25.93	20.18	0.089
1/26/2016 5:40:29 PM 	25.93	20.18	0.089
1/26/2016 5:40:34 PM 	25.93	20.18	0.089
1/26/2016 5:40:39 PM 	25.93	20.18	0.089
1/26/2016 5:40:44 PM 	25.92	20.17	0.089
1/26/2016 5:40:49 PM 	25.93	20.17	0.089
1/26/2016 5:40:54 PM 	25.93	20.17	0.089
1/26/2016 5:40:59 PM 	25.93	20.17	0.089
1/26/2016 5:41:04 PM 	25.93	20.17	0.089
1/26/2016 5:41:09 PM 	25.93	20.17	0.089
1/26/2016 5:41:14 PM 	25.93	20.17	0.089
1/26/2016 5:41:19 PM 	25.93	20.17	0.089
1/26/2016 5:41:24 PM 	25.92	20.17	0.089
1/26/2016 5:41:29 PM 	25.92	20.17	0.089
1/26/2016 5:41:34 PM 	25.92	20.17	0.089
1/26/2016 5:41:39 PM 	25.92	20.17	0.089
1/26/2016 5:41:44 PM 	25.91	20.17	0.089
1/26/2016 5:41:49 PM 	25.91	20.17	0.089
1/26/2016 5:41:54 PM 	25.91	20.17	0.089
1/26/2016 5:41:59 PM 	25.92	20.17	0.089
1/26/2016 5:42:04 PM 	25.92	20.17	0.089
1/26/2016 5:42:09 PM 	25.92	20.17	0.089
1/26/2016 5:42:14 PM 	25.92	20.17	0.089
1/26/2016 5:42:19 PM 	25.91	20.17	0.089
1/26/2016 5:42:24 PM 	25.91	20.17	0.089
1/26/2016 5:42:29 PM 	25.91	20.17	0.089
1/26/2016 5:42:34 PM 	25.91	20.17	0.089
1/26/2016 5:42:39 PM 	25.91	20.17	0.089
1/26/2016 5:42:44 PM 	25.91	20.17	0.089
1/26/2016 5:42:49 PM 	25.91	20.17	0.089
1/26/2016 5:42:54 PM 	25.91	20.17	0.089
1/26/2016 5:42:59 PM 	25.91	20.17	0.089
1/26/2016 5:43:04 PM 	25.91	20.16	0.089
1/26/2016 5:43:09 PM 	25.91	20.17	0.089
1/26/2016 5:43:14 PM 	25.91	20.17	0.089
1/26/2016 5:43:19 PM 	25.91	20.17	0.089
1/26/2016 5:43:24 PM 	25.91	20.17	0.089
1/26/2016 5:43:29 PM 	25.91	20.17	0.089
1/26/2016 5:43:34 PM 	25.91	20.17	0.089
1/26/2016 5:43:39 PM 	25.90	20.17	0.089
1/26/2016 5:43:44 PM 	25.90	20.17	0.089
1/26/2016 5:43:49 PM 	25.91	20.17	0.089
1/26/2016 5:43:54 PM 	25.90	20.17	0.089
1/26/2016 5:43:59 PM 	25.90	20.17	0.089
1/26/2016 5:44:04 PM 	25.90	20.16	0.089
1/26/2016 5:44:09 PM 	25.90	20.16	0.089
1/26/2016 5:44:14 PM 	25.90	20.16	0.089
1/26/2016 5:44:19 PM 	25.91	20.16	0.089
1/26/2016 5:44:24 PM 	25.91	20.16	0.089
1/26/2016 5:44:29 PM 	25.91	20.16	0.089
1/26/2016 5:44:34 PM 	25.91	20.16	0.089
1/26/2016 5:44:39 PM 	25.91	20.16	0.089
1/26/2016 5:44:44 PM 	25.90	20.16	0.089
1/26/2016 5:44:49 PM 	25.90	20.16	0.089
1/26/2016 5:44:54 PM 	25.90	20.16	0.089
1/26/2016 5:44:59 PM 	25.89	20.16	0.089
1/26/2016 5:45:04 PM 	25.90	20.16	0.089
1/26/2016 5:45:09 PM 	25.93	20.17	0.089
1/26/2016 5:45:14 PM 	25.93	20.16	0.089
1/26/2016 5:45:19 PM 	25.92	20.16	0.089
1/26/2016 5:45:24 PM 	25.89	20.16	0.089
1/26/2016 5:45:29 PM 	25.89	20.16	0.089
1/26/2016 5:45:34 PM 	25.89	20.16	0.089
1/26/2016 5:45:39 PM 	25.90	20.16	0.089
1/26/2016 5:45:44 PM 	25.90	20.15	0.089
1/26/2016 5:45:49 PM 	25.91	20.15	0.089
1/26/2016 5:45:54 PM 	25.91	20.15	0.089
1/26/2016 5:45:59 PM 	25.91	20.15	0.089
1/26/2016 5:46:04 PM 	25.91	20.15	0.089
1/26/2016 5:46:09 PM 	25.91	20.15	0.089
1/26/2016 5:46:14 PM 	25.91	20.15	0.089
1/26/2016 5:46:19 PM 	25.91	20.15	0.089
1/26/2016 5:46:24 PM 	25.91	20.15	0.089
1/26/2016 5:46:29 PM 	25.91	20.15	0.089
1/26/2016 5:46:34 PM 	25.91	20.15	0.089
1/26/2016 5:46:39 PM 	25.91	20.15	0.089
1/26/2016 5:46:44 PM 	25.92	20.15	0.089
1/26/2016 5:46:49 PM 	25.92	20.15	0.089
1/26/2016 5:46:54 PM 	25.92	20.15	0.089
1/26/2016 5:46:59 PM 	25.91	20.15	0.089
1/26/2016 5:47:04 PM 	25.91	20.15	0.089
1/26/2016 5:47:09 PM 	25.91	20.15	0.089
1/26/2016 5:47:14 PM 	25.91	20.15	0.089
1/26/2016 5:47:19 PM 	25.92	20.15	0.089
1/26/2016 5:47:24 PM 	25.92	20.15	0.089
1/26/2016 5:47:29 PM 	25.93	20.14	0.089
1/26/2016 5:47:34 PM 	25.93	20.15	0.089
1/26/2016 5:47:39 PM 	25.93	20.15	0.089
1/26/2016 5:47:44 PM 	25.93	20.15	0.089
1/26/2016 5:47:49 PM 	25.93	20.15	0.089
1/26/2016 5:47:54 PM 	25.93	20.15	0.089
1/26/2016 5:47:59 PM 	25.93	20.15	0.089
1/26/2016 5:48:04 PM 	25.93	20.14	0.089
1/26/2016 5:48:09 PM 	25.93	20.14	0.089
1/26/2016 5:48:14 PM 	25.93	20.14	0.089
1/26/2016 5:48:19 PM 	25.92	20.14	0.089
1/26/2016 5:48:24 PM 	25.93	20.15	0.089
1/26/2016 5:48:29 PM 	25.93	20.15	0.089
1/26/2016 5:48:34 PM 	25.93	20.14	0.089
1/26/2016 5:48:39 PM 	25.93	20.14	0.089
1/26/2016 5:48:44 PM 	25.93	20.15	0.089
1/26/2016 5:48:49 PM 	25.93	20.15	0.089
1/26/2016 5:48:54 PM 	25.92	20.14	0.089
1/26/2016 5:48:59 PM 	25.93	20.14	0.089
1/26/2016 5:49:04 PM 	25.93	20.15	0.089
1/26/2016 5:49:09 PM 	25.93	20.14	0.089
1/26/2016 5:49:14 PM 	25.93	20.15	0.089
1/26/2016 5:49:19 PM 	25.93	20.14	0.089
1/26/2016 5:49:24 PM 	25.93	20.14	0.089
1/26/2016 5:49:29 PM 	25.93	20.14	0.089
1/26/2016 5:49:34 PM 	25.93	20.14	0.089
1/26/2016 5:49:39 PM 	25.92	20.14	0.089
1/26/2016 5:49:44 PM 	25.92	20.14	0.089
1/26/2016 5:49:49 PM 	25.92	20.14	0.089
1/26/2016 5:49:54 PM 	25.92	20.14	0.089
